X,Y,Shorter
-199,-75,H
-199,-74,H
-199,-73,H
-199,-72,H
-199,-71,H
-199,-70,H
-199,-69,H
-199,-68,H
-199,-67,H
-199,-66,H
-199,-65,H
-199,-64,H
-199,-63,H
-199,-62,H
-199,-61,H
-199,-60,H
-199,-59,H
-199,-58,H
-199,-57,H
-199,-56,H
-199,-55,H
-199,-54,H
-199,-53,H
-199,-52,H
-199,-51,H
-199,-50,H
-199,-49,H
-199,-48,H
-199,-47,H
-199,-46,H
-199,-45,H
-199,-44,H
-199,-43,H
-199,-42,H
-199,-41,H
-199,-40,H
-199,-39,H
-199,-38,H
-199,-37,H
-199,-36,H
-199,-35,H
-199,-34,H
-199,-33,H
-199,-32,H
-199,-31,H
-199,-30,H
-199,-29,H
-199,-28,H
-199,-27,H
-199,-26,H
-199,-25,H
-199,-24,H
-199,-23,H
-199,-22,H
-199,-21,H
-199,-20,H
-199,-19,H
-199,-18,H
-199,-17,H
-199,-16,H
-199,-15,H
-199,-14,H
-199,-13,H
-199,-12,H
-199,-11,H
-199,-10,H
-199,-9,H
-199,-8,H
-199,-7,H
-199,-6,H
-199,-5,H
-199,-4,H
-199,-3,H
-199,-2,H
-199,-1,H
-199,0,H
-199,1,H
-199,2,H
-199,3,H
-199,4,H
-199,5,H
-199,6,H
-199,7,H
-199,8,H
-199,9,H
-199,10,H
-199,11,H
-199,12,H
-199,13,H
-199,14,H
-199,15,H
-199,16,H
-199,17,H
-199,18,H
-199,19,H
-199,20,H
-199,21,H
-199,22,H
-199,23,H
-199,24,H
-199,25,H
-199,26,H
-199,27,H
-199,28,H
-199,29,H
-199,30,H
-199,31,H
-199,32,H
-199,33,H
-199,34,H
-199,35,H
-199,36,H
-199,37,H
-199,38,H
-199,39,H
-199,40,H
-199,41,H
-199,42,H
-199,43,H
-199,44,H
-199,45,H
-199,46,H
-199,47,H
-199,48,H
-199,49,H
-199,50,H
-199,51,H
-199,52,H
-199,53,H
-199,54,H
-199,55,H
-199,56,H
-199,57,H
-199,58,H
-199,59,H
-199,60,H
-199,61,H
-199,62,H
-199,63,H
-199,64,H
-199,65,H
-199,66,H
-199,67,H
-199,68,H
-199,69,H
-199,70,H
-199,71,H
-199,72,H
-199,73,H
-199,74,H
-199,75,H
-199,76,H
-199,77,H
-199,78,H
-199,79,H
-199,80,H
-199,81,H
-199,82,H
-199,83,D
-199,84,D
-199,85,D
-199,86,D
-199,87,D
-199,88,D
-199,89,D
-199,90,D
-199,91,D
-199,92,D
-199,93,D
-199,94,D
-199,95,D
-199,96,D
-199,97,D
-199,98,D
-199,99,D
-199,100,D
-199,101,D
-199,102,D
-199,103,D
-199,104,D
-199,105,D
-199,106,D
-199,107,D
-199,108,D
-199,109,D
-199,110,D
-199,111,D
-199,112,D
-199,113,D
-199,114,D
-199,115,D
-199,116,D
-199,117,D
-199,118,D
-199,119,D
-199,120,D
-199,121,D
-199,122,D
-199,123,D
-199,124,D
-199,125,D
-199,126,D
-199,127,D
-199,128,D
-199,129,D
-199,130,D
-199,131,D
-199,132,D
-199,133,D
-199,134,D
-199,135,D
-199,136,D
-199,137,D
-199,138,D
-199,139,D
-199,140,D
-199,141,D
-199,142,D
-199,143,D
-199,144,D
-199,145,D
-199,146,D
-199,147,D
-199,148,D
-199,149,D
-199,150,D
-199,151,D
-199,152,D
-199,153,D
-199,154,D
-199,155,D
-199,156,D
-199,157,D
-199,158,D
-199,159,D
-199,160,D
-199,161,D
-199,162,D
-199,163,D
-199,164,D
-199,165,D
-199,166,D
-199,167,D
-199,168,D
-199,169,D
-199,170,D
-199,171,D
-199,172,D
-199,173,D
-199,174,D
-199,175,D
-199,176,D
-199,177,D
-199,178,D
-199,179,D
-199,180,D
-199,181,D
-199,182,D
-199,183,D
-199,184,D
-199,185,D
-199,186,D
-199,187,D
-199,188,D
-199,189,D
-199,190,D
-199,191,D
-199,192,D
-199,193,D
-199,194,D
-199,195,D
-199,196,D
-199,197,D
-199,198,D
-199,199,D
-199,200,D
-198,-200,D
-198,-199,D
-198,-198,D
-198,-197,D
-198,-196,D
-198,-195,D
-198,-194,D
-198,-193,D
-198,-192,D
-198,-191,D
-198,-190,D
-198,-189,D
-198,-188,D
-198,-187,D
-198,-186,D
-198,-185,D
-198,-184,D
-198,-183,D
-198,-182,D
-198,-181,D
-198,-180,D
-198,-179,D
-198,-178,D
-198,-177,D
-198,-176,D
-198,-175,D
-198,-174,D
-198,-173,D
-198,-172,D
-198,-171,D
-198,-170,D
-198,-169,D
-198,-168,D
-198,-167,D
-198,-166,D
-198,-165,D
-198,-164,D
-198,-163,D
-198,-162,D
-198,-161,D
-198,-160,D
-198,-159,D
-198,-158,D
-198,-157,D
-198,-156,D
-198,-155,D
-198,-154,D
-198,-153,D
-198,-152,D
-198,-151,D
-198,-150,D
-198,-149,D
-198,-148,D
-198,-147,D
-198,-146,D
-198,-145,D
-198,-144,D
-198,-143,D
-198,-142,D
-198,-141,D
-198,-140,D
-198,-139,D
-198,-138,D
-198,-137,D
-198,-136,D
-198,-135,D
-198,-134,D
-198,-133,D
-198,-132,D
-198,-131,D
-198,-130,D
-198,-129,D
-198,-128,D
-198,-127,D
-198,-126,D
-198,-125,D
-198,-124,D
-198,-123,D
-198,-122,D
-198,-121,D
-198,-120,D
-198,-119,D
-198,-118,D
-198,-117,D
-198,-116,D
-198,-115,D
-198,-114,D
-198,-113,D
-198,-112,D
-198,-111,D
-198,-110,D
-198,-109,D
-198,-108,D
-198,-107,D
-198,-106,D
-198,-105,D
-198,-104,D
-198,-103,D
-198,-102,D
-198,-101,D
-198,-100,D
-198,-99,D
-198,-98,D
-198,-97,D
-198,-96,D
-198,-95,D
-198,-94,D
-198,-93,D
-198,-92,D
-198,-91,D
-198,-90,D
-198,-89,D
-198,-88,D
-198,-87,D
-198,-86,D
-198,-85,D
-198,-84,D
-198,-83,D
-198,-82,H
-198,-81,H
-198,-80,H
-198,-79,H
-198,-78,H
-198,-77,H
-198,-76,H
-198,-75,H
-198,-74,H
-198,-73,H
-198,-72,H
-198,-71,H
-198,-70,H
-198,-69,H
-198,-68,H
-198,-67,H
-198,-66,H
-198,-65,H
-198,-64,H
-198,-63,H
-198,-62,H
-198,-61,H
-198,-60,H
-198,-59,H
-198,-58,H
-198,-57,H
-198,-56,H
-198,-55,H
-198,-54,H
-198,-53,H
-198,-52,H
-198,-51,H
-198,-50,H
-198,-49,H
-198,-48,H
-198,-47,H
-198,-46,H
-198,-45,H
-198,-44,H
-198,-43,H
-198,-42,H
-198,-41,H
-198,-40,H
-198,-39,H
-198,-38,H
-198,-37,H
-198,-36,H
-198,-35,H
-198,-34,H
-198,-33,H
-198,-32,H
-198,-31,H
-198,-30,H
-198,-29,H
-198,-28,H
-198,-27,H
-198,-26,H
-198,-25,H
-198,-24,H
-198,-23,H
-198,-22,H
-198,-21,H
-198,-20,H
-198,-19,H
-198,-18,H
-198,-17,H
-198,-16,H
-198,-15,H
-198,-14,H
-198,-13,H
-198,-12,H
-198,-11,H
-198,-10,H
-198,-9,H
-198,-8,H
-198,-7,H
-198,-6,H
-198,-5,H
-198,-4,H
-198,-3,H
-198,-2,H
-198,-1,H
-198,0,H
-198,1,H
-198,2,H
-198,3,H
-198,4,H
-198,5,H
-198,6,H
-198,7,H
-198,8,H
-198,9,H
-198,10,H
-198,11,H
-198,12,H
-198,13,H
-198,14,H
-198,15,H
-198,16,H
-198,17,H
-198,18,H
-198,19,H
-198,20,H
-198,21,H
-198,22,H
-198,23,H
-198,24,H
-198,25,H
-198,26,H
-198,27,H
-198,28,H
-198,29,H
-198,30,H
-198,31,H
-198,32,H
-198,33,H
-198,34,H
-198,35,H
-198,36,H
-198,37,H
-198,38,H
-198,39,H
-198,40,H
-198,41,H
-198,42,H
-198,43,H
-198,44,H
-198,45,H
-198,46,H
-198,47,H
-198,48,H
-198,49,H
-198,50,H
-198,51,H
-198,52,H
-198,53,H
-198,54,H
-198,55,H
-198,56,H
-198,57,H
-198,58,H
-198,59,H
-198,60,H
-198,61,H
-198,62,H
-198,63,H
-198,64,H
-198,65,H
-198,66,H
-198,67,H
-198,68,H
-198,69,H
-198,70,H
-198,71,H
-198,72,H
-198,73,H
-198,74,H
-198,75,H
-198,76,H
-198,77,H
-198,78,H
-198,79,H
-198,80,H
-198,81,H
-198,82,H
-198,83,D
-198,84,D
-198,85,D
-198,86,D
-198,87,D
-198,88,D
-198,89,D
-198,90,D
-198,91,D
-198,92,D
-198,93,D
-198,94,D
-198,95,D
-198,96,D
-198,97,D
-198,98,D
-198,99,D
-198,100,D
-198,101,D
-198,102,D
-198,103,D
-198,104,D
-198,105,D
-198,106,D
-198,107,D
-198,108,D
-198,109,D
-198,110,D
-198,111,D
-198,112,D
-198,113,D
-198,114,D
-198,115,D
-198,116,D
-198,117,D
-198,118,D
-198,119,D
-198,120,D
-198,121,D
-198,122,D
-198,123,D
-198,124,D
-198,125,D
-198,126,D
-198,127,D
-198,128,D
-198,129,D
-198,130,D
-198,131,D
-198,132,D
-198,133,D
-198,134,D
-198,135,D
-198,136,D
-198,137,D
-198,138,D
-198,139,D
-198,140,D
-198,141,D
-198,142,D
-198,143,D
-198,144,D
-198,145,D
-198,146,D
-198,147,D
-198,148,D
-198,149,D
-198,150,D
-198,151,D
-198,152,D
-198,153,D
-198,154,D
-198,155,D
-198,156,D
-198,157,D
-198,158,D
-198,159,D
-198,160,D
-198,161,D
-198,162,D
-198,163,D
-198,164,D
-198,165,D
-198,166,D
-198,167,D
-198,168,D
-198,169,D
-198,170,D
-198,171,D
-198,172,D
-198,173,D
-198,174,D
-198,175,D
-198,176,D
-198,177,D
-198,178,D
-198,179,D
-198,180,D
-198,181,D
-198,182,D
-198,183,D
-198,184,D
-198,185,D
-198,186,D
-198,187,D
-198,188,D
-198,189,D
-198,190,D
-198,191,D
-198,192,D
-198,193,D
-198,194,D
-198,195,D
-198,196,D
-198,197,D
-198,198,D
-198,199,D
-198,200,D
-197,-200,D
-197,-199,D
-197,-198,D
-197,-197,D
-197,-196,D
-197,-195,D
-197,-194,D
-197,-193,D
-197,-192,D
-197,-191,D
-197,-190,D
-197,-189,D
-197,-188,D
-197,-187,D
-197,-186,D
-197,-185,D
-197,-184,D
-197,-183,D
-197,-182,D
-197,-181,D
-197,-180,D
-197,-179,D
-197,-178,D
-197,-177,D
-197,-176,D
-197,-175,D
-197,-174,D
-197,-173,D
-197,-172,D
-197,-171,D
-197,-170,D
-197,-169,D
-197,-168,D
-197,-167,D
-197,-166,D
-197,-165,D
-197,-164,D
-197,-163,D
-197,-162,D
-197,-161,D
-197,-160,D
-197,-159,D
-197,-158,D
-197,-157,D
-197,-156,D
-197,-155,D
-197,-154,D
-197,-153,D
-197,-152,D
-197,-151,D
-197,-150,D
-197,-149,D
-197,-148,D
-197,-147,D
-197,-146,D
-197,-145,D
-197,-144,D
-197,-143,D
-197,-142,D
-197,-141,D
-197,-140,D
-197,-139,D
-197,-138,D
-197,-137,D
-197,-136,D
-197,-135,D
-197,-134,D
-197,-133,D
-197,-132,D
-197,-131,D
-197,-130,D
-197,-129,D
-197,-128,D
-197,-127,D
-197,-126,D
-197,-125,D
-197,-124,D
-197,-123,D
-197,-122,D
-197,-121,D
-197,-120,D
-197,-119,D
-197,-118,D
-197,-117,D
-197,-116,D
-197,-115,D
-197,-114,D
-197,-113,D
-197,-112,D
-197,-111,D
-197,-110,D
-197,-109,D
-197,-108,D
-197,-107,D
-197,-106,D
-197,-105,D
-197,-104,D
-197,-103,D
-197,-102,D
-197,-101,D
-197,-100,D
-197,-99,D
-197,-98,D
-197,-97,D
-197,-96,D
-197,-95,D
-197,-94,D
-197,-93,D
-197,-92,D
-197,-91,D
-197,-90,D
-197,-89,D
-197,-88,D
-197,-87,D
-197,-86,D
-197,-85,D
-197,-84,D
-197,-83,D
-197,-82,D
-197,-81,H
-197,-80,H
-197,-79,H
-197,-78,H
-197,-77,H
-197,-76,H
-197,-75,H
-197,-74,H
-197,-73,H
-197,-72,H
-197,-71,H
-197,-70,H
-197,-69,H
-197,-68,H
-197,-67,H
-197,-66,H
-197,-65,H
-197,-64,H
-197,-63,H
-197,-62,H
-197,-61,H
-197,-60,H
-197,-59,H
-197,-58,H
-197,-57,H
-197,-56,H
-197,-55,H
-197,-54,H
-197,-53,H
-197,-52,H
-197,-51,H
-197,-50,H
-197,-49,H
-197,-48,H
-197,-47,H
-197,-46,H
-197,-45,H
-197,-44,H
-197,-43,H
-197,-42,H
-197,-41,H
-197,-40,H
-197,-39,H
-197,-38,H
-197,-37,H
-197,-36,H
-197,-35,H
-197,-34,H
-197,-33,H
-197,-32,H
-197,-31,H
-197,-30,H
-197,-29,H
-197,-28,H
-197,-27,H
-197,-26,H
-197,-25,H
-197,-24,H
-197,-23,H
-197,-22,H
-197,-21,H
-197,-20,H
-197,-19,H
-197,-18,H
-197,-17,H
-197,-16,H
-197,-15,H
-197,-14,H
-197,-13,H
-197,-12,H
-197,-11,H
-197,-10,H
-197,-9,H
-197,-8,H
-197,-7,H
-197,-6,H
-197,-5,H
-197,-4,H
-197,-3,H
-197,-2,H
-197,-1,H
-197,0,H
-197,1,H
-197,2,H
-197,3,H
-197,4,H
-197,5,H
-197,6,H
-197,7,H
-197,8,H
-197,9,H
-197,10,H
-197,11,H
-197,12,H
-197,13,H
-197,14,H
-197,15,H
-197,16,H
-197,17,H
-197,18,H
-197,19,H
-197,20,H
-197,21,H
-197,22,H
-197,23,H
-197,24,H
-197,25,H
-197,26,H
-197,27,H
-197,28,H
-197,29,H
-197,30,H
-197,31,H
-197,32,H
-197,33,H
-197,34,H
-197,35,H
-197,36,H
-197,37,H
-197,38,H
-197,39,H
-197,40,H
-197,41,H
-197,42,H
-197,43,H
-197,44,H
-197,45,H
-197,46,H
-197,47,H
-197,48,H
-197,49,H
-197,50,H
-197,51,H
-197,52,H
-197,53,H
-197,54,H
-197,55,H
-197,56,H
-197,57,H
-197,58,H
-197,59,H
-197,60,H
-197,61,H
-197,62,H
-197,63,H
-197,64,H
-197,65,H
-197,66,H
-197,67,H
-197,68,H
-197,69,H
-197,70,H
-197,71,H
-197,72,H
-197,73,H
-197,74,H
-197,75,H
-197,76,H
-197,77,H
-197,78,H
-197,79,H
-197,80,H
-197,81,H
-197,82,D
-197,83,D
-197,84,D
-197,85,D
-197,86,D
-197,87,D
-197,88,D
-197,89,D
-197,90,D
-197,91,D
-197,92,D
-197,93,D
-197,94,D
-197,95,D
-197,96,D
-197,97,D
-197,98,D
-197,99,D
-197,100,D
-197,101,D
-197,102,D
-197,103,D
-197,104,D
-197,105,D
-197,106,D
-197,107,D
-197,108,D
-197,109,D
-197,110,D
-197,111,D
-197,112,D
-197,113,D
-197,114,D
-197,115,D
-197,116,D
-197,117,D
-197,118,D
-197,119,D
-197,120,D
-197,121,D
-197,122,D
-197,123,D
-197,124,D
-197,125,D
-197,126,D
-197,127,D
-197,128,D
-197,129,D
-197,130,D
-197,131,D
-197,132,D
-197,133,D
-197,134,D
-197,135,D
-197,136,D
-197,137,D
-197,138,D
-197,139,D
-197,140,D
-197,141,D
-197,142,D
-197,143,D
-197,144,D
-197,145,D
-197,146,D
-197,147,D
-197,148,D
-197,149,D
-197,150,D
-197,151,D
-197,152,D
-197,153,D
-197,154,D
-197,155,D
-197,156,D
-197,157,D
-197,158,D
-197,159,D
-197,160,D
-197,161,D
-197,162,D
-197,163,D
-197,164,D
-197,165,D
-197,166,D
-197,167,D
-197,168,D
-197,169,D
-197,170,D
-197,171,D
-197,172,D
-197,173,D
-197,174,D
-197,175,D
-197,176,D
-197,177,D
-197,178,D
-197,179,D
-197,180,D
-197,181,D
-197,182,D
-197,183,D
-197,184,D
-197,185,D
-197,186,D
-197,187,D
-197,188,D
-197,189,D
-197,190,D
-197,191,D
-197,192,D
-197,193,D
-197,194,D
-197,195,D
-197,196,D
-197,197,D
-197,198,D
-197,199,D
-197,200,D
-196,-200,D
-196,-199,D
-196,-198,D
-196,-197,D
-196,-196,D
-196,-195,D
-196,-194,D
-196,-193,D
-196,-192,D
-196,-191,D
-196,-190,D
-196,-189,D
-196,-188,D
-196,-187,D
-196,-186,D
-196,-185,D
-196,-184,D
-196,-183,D
-196,-182,D
-196,-181,D
-196,-180,D
-196,-179,D
-196,-178,D
-196,-177,D
-196,-176,D
-196,-175,D
-196,-174,D
-196,-173,D
-196,-172,D
-196,-171,D
-196,-170,D
-196,-169,D
-196,-168,D
-196,-167,D
-196,-166,D
-196,-165,D
-196,-164,D
-196,-163,D
-196,-162,D
-196,-161,D
-196,-160,D
-196,-159,D
-196,-158,D
-196,-157,D
-196,-156,D
-196,-155,D
-196,-154,D
-196,-153,D
-196,-152,D
-196,-151,D
-196,-150,D
-196,-149,D
-196,-148,D
-196,-147,D
-196,-146,D
-196,-145,D
-196,-144,D
-196,-143,D
-196,-142,D
-196,-141,D
-196,-140,D
-196,-139,D
-196,-138,D
-196,-137,D
-196,-136,D
-196,-135,D
-196,-134,D
-196,-133,D
-196,-132,D
-196,-131,D
-196,-130,D
-196,-129,D
-196,-128,D
-196,-127,D
-196,-126,D
-196,-125,D
-196,-124,D
-196,-123,D
-196,-122,D
-196,-121,D
-196,-120,D
-196,-119,D
-196,-118,D
-196,-117,D
-196,-116,D
-196,-115,D
-196,-114,D
-196,-113,D
-196,-112,D
-196,-111,D
-196,-110,D
-196,-109,D
-196,-108,D
-196,-107,D
-196,-106,D
-196,-105,D
-196,-104,D
-196,-103,D
-196,-102,D
-196,-101,D
-196,-100,D
-196,-99,D
-196,-98,D
-196,-97,D
-196,-96,D
-196,-95,D
-196,-94,D
-196,-93,D
-196,-92,D
-196,-91,D
-196,-90,D
-196,-89,D
-196,-88,D
-196,-87,D
-196,-86,D
-196,-85,D
-196,-84,D
-196,-83,D
-196,-82,D
-196,-81,H
-196,-80,H
-196,-79,H
-196,-78,H
-196,-77,H
-196,-76,H
-196,-75,H
-196,-74,H
-196,-73,H
-196,-72,H
-196,-71,H
-196,-70,H
-196,-69,H
-196,-68,H
-196,-67,H
-196,-66,H
-196,-65,H
-196,-64,H
-196,-63,H
-196,-62,H
-196,-61,H
-196,-60,H
-196,-59,H
-196,-58,H
-196,-57,H
-196,-56,H
-196,-55,H
-196,-54,H
-196,-53,H
-196,-52,H
-196,-51,H
-196,-50,H
-196,-49,H
-196,-48,H
-196,-47,H
-196,-46,H
-196,-45,H
-196,-44,H
-196,-43,H
-196,-42,H
-196,-41,H
-196,-40,H
-196,-39,H
-196,-38,H
-196,-37,H
-196,-36,H
-196,-35,H
-196,-34,H
-196,-33,H
-196,-32,H
-196,-31,H
-196,-30,H
-196,-29,H
-196,-28,H
-196,-27,H
-196,-26,H
-196,-25,H
-196,-24,H
-196,-23,H
-196,-22,H
-196,-21,H
-196,-20,H
-196,-19,H
-196,-18,H
-196,-17,H
-196,-16,H
-196,-15,H
-196,-14,H
-196,-13,H
-196,-12,H
-196,-11,H
-196,-10,H
-196,-9,H
-196,-8,H
-196,-7,H
-196,-6,H
-196,-5,H
-196,-4,H
-196,-3,H
-196,-2,H
-196,-1,H
-196,0,H
-196,1,H
-196,2,H
-196,3,H
-196,4,H
-196,5,H
-196,6,H
-196,7,H
-196,8,H
-196,9,H
-196,10,H
-196,11,H
-196,12,H
-196,13,H
-196,14,H
-196,15,H
-196,16,H
-196,17,H
-196,18,H
-196,19,H
-196,20,H
-196,21,H
-196,22,H
-196,23,H
-196,24,H
-196,25,H
-196,26,H
-196,27,H
-196,28,H
-196,29,H
-196,30,H
-196,31,H
-196,32,H
-196,33,H
-196,34,H
-196,35,H
-196,36,H
-196,37,H
-196,38,H
-196,39,H
-196,40,H
-196,41,H
-196,42,H
-196,43,H
-196,44,H
-196,45,H
-196,46,H
-196,47,H
-196,48,H
-196,49,H
